id,Rating,Reviews
94,1,phone lot scratch screen hook phone good charging good never bought phone used come scratch happy price paid sending old phone back credit amazon account think get said getting back ocd like stuff like say lie stuck afford another one would take picture way believe definitely lying trying make look bad telling truth thank phone last 3 month stop working lately completely ask another sim card work told put old one back work took verizon store tried 2nd sim card work get different phone without phone friday till tues 67 yr old cancer special need son house phone got hold ashamed refund money back taught age people still trusted feel sorry day come someone lie something much cost get money refunded hope one else buy anything
95,1,item arrived well packaged content phone look 100 new happy
96,1,delivered promised condition great able get activated problem
99,1,charge work right box box came delivered damaged inside delivery box would weary ordering amazon renewed phone canadian ordered phone orchard gta got order canada post less 48hrs customer service excellent phone work perfectly recommend first choice
100,0,phone looked worn minor scratch display always issue rest phone lot scratch looked poor condition anticipated ordering renewed renewed phone returned
103,0,phone worked well 45 day
104,1,little skeptical buying renewed phone glad samsung galaxy s20 fe prior one ready upgrade little bit amazing phone far fast run great noticed run little hot time anything super worried come teeny tiny little chip top right corner super hard notice actually took two day realize even nothing really complain considering used phone one small tiny tiny blemish others scratch screen even back definitely recommend buying definitely worth price
106,1,trying pay less top tier phone way bought one poorest condition sure phone scratch case screen protector applied even notice
109,1,estado perfecto sin ningun detalle libre para cualquier compa
111,1,like said excellent condition corner sim card slot scratched phone saying imei empty good right
113,1,good around cellphone bell whistle budget friendly price great travel cell want risk loosing main cell
118,1,said excellent condition nut there pretty decent dent back shell excellent condition set mint service problem transfered everything old phone
120,1,excellent condition glass perfect battery etc delivery ok
122,0,thus samsung galaxy s21 fe 5g phone 5g stated trying 2 different sim card calling carrier tech support said issue phone 5g getting 4g can not get video call
125,0,device compatible visual voicemail contacted samsung told return device took control phone said something wrong software returned
126,1,brought phone one child use phone much far good issue keep eye give update anything arises price good happy purchase
130,1,wanted give thumb seller cuz knew expect phone never know seller def would buy
131,1,reading review phone nervous ordering last phone last leg phone shipped right away arrived time minor scratch edge screen nothing impair function charge great battery power last according usage
132,1,received samsung galaxy mail opened happy said excellent quality almost new meant scratch wonderful refurbishment phone everything remember series galaxy except lack power button one since s9 maybe loop threw little still take away phone though fast wonderful picture quality bunch space adore quality call sound perfect happy purchase
133,1,bought phone want tovget another contract let tell far phone perfect love giys company best phone complaint ever testing could look every angle perfect thats guy dont get expensive contract phone good thank keep good work
141,1,took week get usps arrived excellent condition great phone might want opt express delivery
159,0,received renewed phone expected function one ui manages home screen apps work update app nothing complete factory reset device nothing sent u nonfunctioning phone
164,0,got device worked normal realized mean can not update software battery started get low reason th battery last long finish charging port work
166,1,using phone couple day far issue screen chipped weird warp didnt affect functionality phone far
167,1,good deal happy got little minor blemish really look excellent performer economy
170,0,got two phone seller didnt work said one ui home stopped responding phone dont buy seller
171,1,arrived quickly noticeable scratch mark phone seems work well
189,0,one ui repeatedly crash making phone unusable two device unusable
205,1,phone look new work well month work perfectly must warn esim feature none samsung s21 phone function despite fact samsung say learn hard way otherwise work well good job restoring phone
206,0,mad took metro pc store told u installed oneui app would allow u set
210,1,first thing good packaging everything inside secured ang daming freebiessss sulit tlga kapag pre order already tested unit work well naman pati huawei bud okay
211,1,phone work good unlocked first said needed sim skip step work wit sim
215,1,good phone say dual sim feature spec phone received good condition brought fiji family member issue network single sim phone hope recover cost selling someone else lot hassle send back
219,0,phone say imei number typically due tampering unfortunately find tried update phone noticed updating issue preventing phone updating security patch contacted seller refused help contacted samsung never even seen issue help beware seller selling bad phone knowingly
225,0,got phone work frustrating need phone got day good thing sucked work ship back refund
227,1,bought phone run atak came perfect condition running great
235,0,got order ontime however phone work heat charging charger brick work phone doesnt charge past 50 phone rejecting new charger detecting
254,1,remis neuf
262,1,took time reviewing product ok naman legit seller 2nd purchase already 1st tablet good thing able avail 0 interest spaylater freebie strap long quite big like hubby jist exact wrist kudos sent message delivery somebosy receive upon delivery asked rider said valuable item like protocol send msg first delivery
269,0,hang even restore fabric
272,1,came crack housing near camera light scratch along screen edge one fairly deep quarter inch scratch screen close edge gouge outer housing one bottom corner still 4 star phone work perfectly amazing camera really great graphic processing like playing game
274,0,purchased refurbished phone past without glitch however samsung s21 fe given issue first clip pin take sim tray received broken good thing still one previous phone back phone little scratched battery last long bad battery life
277,0,attempted purchase renewed samsung galaxy 21 see like android compared iphone upon arrival phone looked good shape went setup process completed everything smoothly got home screen application anything display every 3 second screen would go black home screen would reappear phone displayed message stated imei number could found failed read review selecting phone seems others problem phone work buy seller allowed sell product review return addressed
279,0,disappointed purchase phone came late 1 2 wanted dual sim card phone however phone dual sim card slot e sim card slot think make another phone purchase amazon conflicting
284,1,upgrade phone want spend fortune cell phone store exactly needed
286,1,good accommodating seller good ung packaging wrap napaka secured totally recommend seller product keep business going quality time kudos
296,0,medium could loaded bought phone renewed one opened found many scratch damaged frame
298,0,replacement sent u 4 month first one charging poor quality control buy
310,1,bought phone son birthday happy purchase price quality ratio perfect
322,0,bad battery
325,1,best feature okay good performance good super okay good tagal malowbat okay na okay legit thank seller dahil safe nareceive kahit wlaang add cost safe handling
330,0,took provider stated phone black listed can not used returning product
331,0,buy seller selling item work properly
340,0,phone description said excellent condition however scratched casing dented dropped came faulty charging block block heat reason stuck new instead refurbished
341,1,got replace wife galaxy s10e dropped toilet renewed phone couple year newer s10e screen case appear immaculate work fine good battery life happy far
344,0,came decent amount scratch screen bad enough care bluetooth work call speaker work medium moment someone call connected earphone whole screen freeze returning
346,0,cell phone work turn every minute
363,0,received phone tried activate informed verizon lost stolen device list could activated cost two sim card give negative star rating could buyer beware stay far away
366,0,phone looked good powered one ui kept crashing made impossible set called support number find number go support instead nice lady affiliated seller confused keep receiving call cell phone issue
369,0,medium could loaded received phone since able access please description say renewed ui system responding want money back
372,0,phone keep going black one ui response failing main software purchased excellent condition state past test test without seeing happened soon turned phone disappointed amazon gadget something renews sell device happened happened everyone else
373,0,vino defectuoso su software tuve que regresarlo
374,0,running
379,1,phone work like old one great however big disappointment slot micro sd card phone additional storage limited internal 128 mb storage force store cloud
380,0,first phone came setting oneui keep crashing replacement phone delivered thing happening must something incorrect flashing phone amazon renewal department thing would get past loop install launcher like nova launcher making default launcher acceptable though like native oneui thank
390,0,shame
393,1,bought phone husband researched upgrade need anything fancy wanted something middle road free upgrade great first let say screen great condition phone work fine however going list phone refurbished excellent condition come edge worn scratched expected one looked though put wringer least case cover principal listed excellent condition good condition one run 150 00 honestly would hated see good condition looked like excellent standard
394,1,first opening home launcher screen issue downloading another one work perfectly smooth fast price
395,1,smart phone user got solely camera use hiking vacationing wow love zoom quite bit without getting grainy super thrilled
402,1,picture show phone come screen pen
405,1,grandson like
408,0,phone faulty load properly startup trade better device
410,0,bought phone went put sim card recognize metro pc sim ended going metro get new sim found phone blacklisted network due used insurance scam store wanted call cop u till explained situation technically stolen
413,1,item described work great unlocked got great price cheapest could find online well worth purchase thanks
415,1,month work gr8
417,0,garbage turned phone home screen blank home screen app keep crashing useless doubt ever even got turned check work refurbishing
418,0,app set home page work information apps transferred new phone could access apps setting apps homepage samsung tech support tried help get working sent contracted repair shop o reinstalled work either tech said likely defective motherboard never issue ordering phone amazon upset store sold phone test
422,0,got phone fedex black buick showed randomly delivered phone got good first 30 min opened camera app see working would open app upfor give warning say camera app failed tried crash phone would update would tell update interrupted try next 24 hr last certainly least already locked att despite getting unlocked fingerprint scanner work said fingerprint scanner needed calibrated tried everything even called samsung tell happened remotely controlled phone everything could tell go samsung store deming nm store live recommended trade s23 discounted price even tried safe mode nothing worked saying buy saying buy caution wish took video already returned phone day got
