Username,Date,Reviews,Rating
Kimberly,"Reviewed in the United States on September 11, 2024",Purchased this phone because it was advertised as being unlocked and compatible with Verizon Wireless. First phone came in the mail and when setting up discovered it was only compatible with AT&T. Started a refund and ordered a replacement. I also went back and double checked the phone was compatible and unlocked. Reached out to seller with no reply. Replacement came today and the EXACT same thing happened. The phone will only accept an AT&T sim card. Save yourself the trouble of returning two phones and being without a phone for three days and do NOT purchase from this seller.,1
Jaime|Jaime,"Reviewed in the United States on October 14, 2024",Don't buy from this listing. They will send you phones that only accept Verizon SIM cards. I have been sent three Verizon phones and customer support is unhelpful and will lie that they'll send the right item or tell you to contact the seller to unlock it when it should come unlocked. They might as well change the listing from Unlocked to Verizon.,1
Old School,"Reviewed in the United States on June 4, 2024","I have purchased refurbished phones in the past without any glitches, and overall I'm positive on the idea of purchasing refurbished phones in general. However, this purchase was pretty terrible. Upon setting up the phone I received repeated crash errors for the OS, which means I was never able to get into the phone at all. Then, I also received an IMEI error, stating there was no IMEI, and further there was no access to phone capabilities and no access to data network functionality. Requested a replacement which was received several days later. The replacement has the exact same problem. I would call this a complete a total fail on the part of the seller for not confirming functionality of the OS etc before sale. This seller should never be allowed to sell phones on Amazon.",1
Jerica Detsch|Jerica Detsch,"Reviewed in the United States on October 10, 2024","The phone keeps going black and the one ui response is failing which is a main software. I purchased excellent condition and it states it past all tests but how did they test it without seeing that? It happened as soon as I turned the phone on, disappointed with Amazon and the gadget something who renews and sells the device the same that happened to me happened to everyone else",1
dustin sherman,"Reviewed in the United States on December 8, 2024","Garbage.  Turned phone on, Home Screen is blank, Home Screen app keeps crashing.  Useless.  Doubt it ever even got turned on to check if it works during refurbishing.",1
,"Reviewed in the United States on June 24, 2024","I attempted to purchase a renewed Samsung Galaxy 21 to see if I like the Android compared to my iPhone. Upon arrival, the phone looked in good shape. I went through the setup process and completed everything smoothly. Once I got to the home screen, there were not any applications or anything on the display. Every 3 seconds the screen would go black, then the home screen would reappear. The phone displayed a message that stated the ""Imei: number could not be found.  I failed to read more reviews when selecting the phone and it seems that others have had the same problem. This phone does not work, do not buy it. This seller should not be allowed to sell this product until these reviews and returns are addressed.",1
Wendy,"Reviewed in the United States on September 26, 2024","I received this phone and when I tried to activate it, I was informed by Verizon that it was on their lost/stolen devices list and could not be activated. It also cost me two SIM cards. I'd give it a negative star rating if I could. So buyer beware, I'd stay far away from these.",1
Kocinero Kj,"Reviewed in the United States on October 18, 2024","Amazon is not trust worthy. The was locked and it had a bill so I couldn't even unlock it if I wanted to. Reached out to support about it being ""professionally tested"" and all I got was, ""sorry please return the item"". Shameful.",1
Cumplió mis expectativas y de muy buena calidad,"Reviewed in the United States on November 15, 2024",No me deja conectar mi línea de teléfono actual y el servicio de Samsung no me contesta las beses que e llamado no me atienden|,1
Tammy D,"Reviewed in the United States on September 28, 2024","The phone looked good and powered on, but One UI kept crashing which made it impossible to set up.  I called the support number only to find the number doesn't go to support, but instead to a very nice lady who isn't affiliated with the seller at all and was confused as to why she keeps receiving calls about cell phone issues.",1
Ron R,"Reviewed in the United States on December 29, 2023","1. Called Amazon about issues, Amazon told me to contact the vendor.  Vendor shows in responses that customers are supposed to call Amazon.  This phone is ""Amazon Renewed"" so Amazon should have been responsible.2. Phone was supposed to be ""Unlocked"" but it powered up showing the ATT logo.3. ATT phone complained when I tried to insert a T-Mobile SIM card.4. wireless charging on my new car is intermittent5. WIFI calling at home does not work.  T-Mobile could not figure it out.6. When taking pictures, camera some times shows: Camera Failed7. Cable supplied does not allow fast charging (9V charging)8. Charger heats up and shuts off when doing Fast Charging.Phone returned for refund.  I hope this vendor is enjoying seeing 10% of the phones they sell being returned.",1
John McBride,"Reviewed in the United States on October 20, 2024",Received this phone today and it has software issues and will not work. Screen flashes from background to black constantly and doesn't work. Apparently this is a common issue. Wouldnt purchase again.,1
Chris Jones,"Reviewed in the United States on November 15, 2024","When I inserted my T-Mobike sim card, it said phone was locked to Verizon, not unlocked as advertised.",1
Linda D. Pinder|Linda D. Pinder,"Reviewed in the United States on July 16, 2024","In appearance, the phone was in excellent condition as advertised.  However, I was unable to set up the phone because it was locked to the previous owner's organization.  An excellent looking phone is useless if it doesn't work.  Resetting the phone was no help.  I am very disappointed!  The phone was ordered from thegadgetdeals who seemed to be a top seller.  Now to return the phone and wondering if renewed phones are really worth the trouble.",1
Morty M.,"Reviewed in the United States on August 22, 2024","Came with a a decent amount of scratches on the screen, but wasn't bad enough for me to care, But the Bluetooth doesn't work on calls or to speakers, it only works for media. The moment someone calls me while I'm connected to my earphones, my whole screen freezes up. I'm returning it",1
Chris,"Reviewed in the United States on November 2, 2024","The phone I ordered was advertised as unlocked, however when I received the phone it was still locked to a carrier.  I am unable to use it.",1
Rodryy,"Reviewed in the United States on October 27, 2024",No gasten su dinero.  Decia excelente condición y wsta rayada la pantalla y calienta la bateria . Y no quieren debolver muy mal|,1
Vsd,"Reviewed in the United States on November 25, 2024",,1
Dempsey|Dempsey,"Reviewed in the United States on May 28, 2024",Phone says it doesn't have an IMEI number. This is typically due to tampering. Unfortunately I didn't find this out until I tried to update the phone when I noticed it wasn't updating. This issue is preventing the phone from updating and doing security patches. I contacted the seller and they refused to help. I've contacted Samsung and they have never even seen this issue before and couldn't help. Beware of this seller selling bad phones knowingly.,1
MerlK,"Reviewed in the United States on August 8, 2024",The phone is not factory unlocked and I can't have it returned because it was given as a gift to someone in the Caribbean! It is challenging to have it returned and it cannot be used at all. No refund without a return and no replacement either! Horrible service. I WISH I COULD GIVE ZERO STARS,1
Amazon Customer,"Reviewed in the United States on June 22, 2024","I have purchased refurbished phones in the past without any glitches, however this Samsung S21 FE has given me issues. First off, the clip pin to take out the sim tray i received broken so it's a good thing I still had one from my previous phone. The back of the phone is a little scratched and the battery does not last very long, bad battery life.",1
Dori,"Reviewed in the United States on September 26, 2024","In addition to not being in excellent condition as the add claimed, this phone is NOT unlocked. What a headache. Avoid this seller",1
Eric Z,"Reviewed in the United States on October 7, 2024",Made 2 trips to Verizon for these defective phone and waisted many hours of time.  They simply send me junk that was not tested as claimed.,1
Yuval Peleg|Yuval Peleg,"Reviewed in the United States on January 7, 2023","I recently purchased the Samsung Galaxy S21 FE 5G Cell Phone from Amazon and was extremely disappointed with the condition of the phone upon arrival. While the corners of the phone were undamaged, the back of the phone was full of defects. It appears that the phone may have been previously used.I was unable to return the phone due to my need for a functional device, but I am extremely disappointed with the condition of the phone. I have had to purchase a phone case to cover up the defects on the back of the phone.I do not recommend this product to others based on my negative experience. It is unacceptable to receive a defective and previously used phone. I hope that others do not have the same experience that I did.",1
Denise Fry,"Reviewed in the United States on November 18, 2023","This phone was advertised as unlocked. WRONG it was not. it was for AT&T only and that is not my carrier. I was not going to jump through the hoops and give my credit card number to anyone to get an unlocked code. I just ordered a different phone that was for my carrier only.But on a positive note. The phone looked beautiful, no scratches or blemishes. Turned on right away and seemed like it would have been a good one. But I cannot give a higher rating if it is advertised wrong!",1
JP,"Reviewed in the United States on April 17, 2024","The first phone I ordered was broken - the WIFI would not stay on for more than a few seconds.  I returned that and ordered another one.When I went to add service to the second phone, my cell carrier notified me that this phone is still locked with another carrier.  I can either return the phone again or pay ($164) a service to (probably - 99%) unlock the phone.Does this seller have ANYONE in quality assurance?",1
mary cvitkovich,"Reviewed in the United States on October 29, 2024",Ordered two phones. Neither would work with verizon card. Both had open UI crash messages.,1
Fernando,"Reviewed in the United States on September 10, 2024","El teléfono enciende pero no funciona, tiene apagones de pantalla y no se puede usar el táctil. Solo necesito que me devuelvan el dinero y buscaré otro.!|",1
Upset customer|Upset customer,"Reviewed in the United States on October 6, 2024","|The media could not be loaded.|I received this phone and since then I haven't been able to access it as I please, the description says renewed but it's UI system isn't responding . I want my money back",1
Alexis C.,"Reviewed in the United States on June 24, 2024","Bought a phone, sim card was accepted phone was beautiful. Then the home screen started glitching on the first day. Was not able to get to any other apps. started a return and bought a new one.... Same problem. Now I have to also return that one",1
Kae,"Reviewed in the United States on April 30, 2024",Those phone was never unlocked it appears like it is unlocked but as a replacement said to me an android phone can work dor some time but after a while it will stop working compared to an iPhone that I'd you try to connect it will block you saying it's unlocked so this is false advertising don't buy smh,1
Kira,"Reviewed in the United States on June 24, 2024",So disappointed with my purchase! Phone came late 1 and 2 I wanted a dual sim card phone however this phone doesn't have a dual sim card slot nor a e sim card slot!! Don't think I will make another phone purchase through Amazon. Too conflicting,1
L. Rawlings,"Reviewed in the United States on May 22, 2024","|The video showcases the product in use.|The video guides you through product setup.|The video compares multiple products.|The video shows the product being unpacked.|Video Player is loading.||Play Video||Play||Mute||Current Time|0:00|/|Duration|0:59|Loaded: 10.18%|Loaded|10.18%|Stream Type||Seek to live, currently behind live|LIVE|Remaining Time|-|0:59||Playback Rate||Chapters||Descriptions|descriptions off|, selected||Captions|captions off|, selected|English (Automated)|||Audio Track|default|, selected||Fullscreen|Received this to replace my galaxy s20. No icon show on the screen. Firmware keeps crashing though said to be up to date. Ordered a renewed phone in excellent condition and received one that had clearly been dropped. On top of all this, I ordered with next day delivery and it didn't even ship until the day after it was supposed to be delivered. Bad device and not as described and horrible customer service from Amazon.",1
Mike,"Reviewed in the United States on June 19, 2024","I just received a faulty phone. After powering it on, the phone became very hot and the home screen did not display properly, showing only error codes. I have requested a return, but I am disappointed to find out that I have to wait 30 days for the refund. This is frustrating.",1
Amazon Customer,"Reviewed in the United States on September 27, 2024",Description says unlocked phone but it was locked for Verizon only,1
SpicyPnut|SpicyPnut,"Reviewed in the United States on May 12, 2024",This product was supposed to be in excellent condition. As you can see the edges are really messed up. We're not talking about light scratches we are seeing full on chunks of the sides missing. This is one of the worst items I have received,1
La talla es grande y el cierre en la foto no se ve dorado pero lo es. Muy dorado. Debería ser plateado. Arruinó bastante mis expectativas|La talla es grande y el cierre en la foto no se ve dorado pero lo es. Muy dorado. Debería ser plateado. Arruinó bastante mis expectativas,"Reviewed in the United States on April 19, 2024","Phone doesn't open any apps or anything after you set your Google account. Seems like some kind of software issue. Amazon warranted this was an in ""excellent"" conditions refurbished phone. But was totally a waste of time. Phone arrived two days later also. If I could rate it -5 I would do it 👎🏻 first and last time buying refurbished phones.",1
Esteffany,"Reviewed in the United States on October 11, 2024",Vino defectuoso su software y tuve que regresarlo|,1
Maewyn Succat|Maewyn Succat,"Reviewed in the United States on October 30, 2024",This a a shame,1
RodWink,"Reviewed in the United States on August 9, 2023",I ordered this Samsung galaxy 21 from this website and I was out of the country for work....I arrived home last week and the phone was there with my other packages...long story short the phone doesn't work properly....you can't make calls...at&t looked at the phone and determined that it was a issue with the phone...now the seller on Amazon will Not give me a refund or exchange...be careful about who you purchase from on Amazon...everyone isn't honest...unsatisfied customer...scams like this should not be happening on Amazon...smdh,1
Hallie|Hallie,"Reviewed in the United States on June 3, 2024",I got my order ontime however the phone does not work. It over heat while charging. The charger brick does not work . The phone doesnt charge past 50% . Now the phone is rejecting new charger detecting .....,1
Andrew Pavlik,"Reviewed in the United States on December 7, 2023","Phone was unlocked, and in generally good condition, but it booted with a T-Mobile (GSM) splash screen, and Verizon confirmed it was not capable of being registered on their network despite being advertised as Verizon compatible. I thought it was working until I left my wi-fi network and found out I had no data, etc. Very disappointing.",1
Sean Price,"Reviewed in the United States on January 28, 2024",The phone looked worn-out. There were minor scratches on the display which is always an issue. The rest of the phone also had lots of scratches and just looked to be in poor condition. This is not what was anticipated when ordering a renewed/renewed phone. So we returned it.,1
Frank|Frank,"Reviewed in the United States on May 2, 2024","When I just got this device, it worked normal, then I realized it was from AT&T, it means I cannot update the software. Then the battery just started to get low with no reason, th battery doesn't last long now and to finish, the charging port doesn't work at all.",1
Kaitlyn Koehr Brindle,"Reviewed in the United States on June 29, 2024","This phone states in the description that it it ""fully unlocked"", yet it would not recognize a SIM card from anywhere but AT&T. I was not able to use at all. Very disappointed.",1
Ray,"Reviewed in the United States on March 12, 2024",Thus samsung galaxy s21 fe 5g phone is not 5g as stated. After trying 2 different sim cards and calling carrier tech support they said it was an issue with the phone. No 5g only getting 4g. So I cannot get video calls,1
droozy,"Reviewed in the United States on March 5, 2024","Phone seemed fine. Was still locked so couldn't activate with new carrier. Got the run around until Amazon told me to contact the seller which I thought was Amazon. Apparently not, buyer beware. Returning and currently have no phone because of where the process was when I was transferring.",1
Ken Ficklin,"Reviewed in the United States on September 12, 2022","Everything I read affirmed this phone to be one of the best dual sim phones on the market. When I received the phone it only had a single sim tray. I returned the phone and am waiting the refund. I then went down to Best Buy and bought the phone after verifying the dual sim tray. The down side is that I needed to down load an app for everything to work. An app for the dual sim, connecting with my computer, playing music etc. It should have had these from the factory. I like the phone and it has better reception than my last phone. Only had it for a couple weeks, still learning.",1
Danielle E.,"Reviewed in the United States on August 24, 2024","Phone was locked to Verizon...sending back. I really needed this phone to work, extremely disappointed.",1
Jarin|Jarin,"Reviewed in the United States on October 13, 2024",It's not running,1
C.l|C.l,"Reviewed in the United States on May 29, 2024",Got the phone didn’t work.very frustrating when you need a phone !!!!! Got it same day which was a good thing but sucked because it didn’t work. Had to ship it back for a refund.,1
James,"Reviewed in the United States on April 10, 2024",The phone I purchased is very slow and has been since the day I bought it it's been less than 2 months and I am having trouble returning it. I guess I should have bought a brand new phone,1
Review,"Reviewed in the United States on March 16, 2024",The device was not compatible with visual voicemail. I contacted Samsung and they told me to return the device. They took control of the phone and said something was wrong with the software so I returned it.,1
Travis Deittrick,"Reviewed in the United States on August 8, 2024",Took it into my provider and they stated the phone is black listed and cannot be used again. Will be returning product,1
Christina Evans|Christina Evans,"Reviewed in the United States on July 9, 2024",This was the replacement that was sent to us after 4 months of the first one not charging. This is some very poor quality control. Do not buy!,1
Roger Webb,"Reviewed in the United States on September 22, 2023",The speaker blew out and failed a few months after getting it. I have to use it on speakerphone. There's a Samsung app store that automatically downloads apps without your permission whether you like it or not.  I could go on for hours but those two points alone are enough to make this my last Samsung device ever,1
Julie K Hagen,"Reviewed in the United States on July 23, 2024","Known problem adding a mobile network sim to unlocked phones. Samsung problem,  not a vendor issue.",1
Nela,"Reviewed in the United States on November 9, 2023","Físicamente está muy bien, 3 días de uso hoy 12 de noviembre y la batería no me da confianza, se descarga demasiado aprisa y sin apenas uso. Esperaré 7 días aproximadamente y si no mejora ese tema lo devuelvo. 😌 Un móvil con una batería mala no cumple propósito.|",1
Robarmyman,"Reviewed in the United States on June 11, 2024",Phone was locked when it's listed as being unlocked. Amazon and Verizon could not help me unlock it so I had to send it back.,1
Amazon Customer,"Reviewed in the United States on June 18, 2024",I attempted to add this phone to my existing line only to find out that it was still locked to AT&T.,1
Jonathon Canon,"Reviewed in the United States on July 18, 2024",Bought one. Wasn't unlocked. Returned it for another one which was also not unlocked,1
TERRIBLE,"Reviewed in the United States on June 20, 2023",I bought a phone from this person and 1-the phone had A LOT of scratches and 2-The SIM card reader didn’t work. It was unlocked but the SIM card reader wasn’t working so I wasn’t able to use any sim card on it. I WOULD NOT BUY IT AGAIN!!! I don’t understand how can people sell this type of trash on Amazon!!!,1
A,"Reviewed in the United States on August 28, 2024","Cell phone doesn't work, turns off every few minutes.",1
ETF Jax,"Reviewed in the United States on November 20, 2023","I bought it because the ad said 'Unlocked'.  This phone was on the AT&T network, and is not compatible with Xfinity/Verizon networks.  Disappointing.  Returning.The Amazon ad says it would work on any network - it does not.",1
Darwin|Darwin,"Reviewed in the United States on April 1, 2023","El Dispositivo En Tema De Pantalla Y Cámaras Venía Muy bien, Pero Tiene 2 Grandes Defectos El Primero es Que Venía Muy Rayado Como Se Puede apreciar en las imágenes el segundo es que no puedo utilizar Mi Tarjeta Sim La Verdad Es Que no tengo idea de por qué el teléfono no reconoce la targeta he comprado dos targetas para probar si era un problema de la targeta y nada no entiendo|",1
No huele bien parece alcol,"Reviewed in the United States on August 10, 2024","Do not buy from this seller, he is selling items that do not work properly.",1
Lizzie,"Reviewed in the United States on May 24, 2024","So mad. Took it to Metro PCS store, and they told us it had an installed oneUI app that would not allow us to set up.",1
Alexis J Houdeshell,"Reviewed in the United States on July 12, 2024","Samsung UI wouldn't load up, so I had to return to Amazon.",1
Kirk,"Reviewed in the United States on March 6, 2023",Amazon described the Samsung Galaxy S21 FE  as being dual-sim when I purchased it.  This capability is why I purchased this phone.  The phone I received is single sim so I complained.  The seller tells me it is single sim plus e-sim.  I showed the phone to a Samsung rep who says it has no e-sim and confirmed the phone I received is single sim.,1
Wanderer,"Reviewed in the United States on April 3, 2024",S21 FE phones seem to have a common issue where Wifi doesn't work. Problem with a Samsung update as far as I know. The one I ordered was no exception.,1
Customer,"Reviewed in the United States on May 2, 2024","Physically, the device came in seemingly good condition. However, once we began using it, it randomly turned off and does not make calls without wifi even with the SIM card.",1
Devon,"Reviewed in the United States on May 13, 2024",I purchased as a gift for my mother. The phone worked for 4 months and stopped holding a charge.,1
Dan.,"Reviewed in the United States on January 30, 2024",I purchased two phones to gift to family members in South America and two days before the trip neither phone is actually unlocked. Stay away from this seller.,1
Tajeme Robinson,"Reviewed in the United States on August 10, 2024","|The video showcases the product in use.|The video guides you through product setup.|The video compares multiple products.|The video shows the product being unpacked.|Video Player is loading.||Play Video||Play||Mute||Current Time|0:00|/|Duration|1:02|Loaded: 9.69%|Loaded|9.69%|Stream Type||Seek to live, currently behind live|LIVE|Remaining Time|-|1:02||Playback Rate||Chapters||Descriptions|descriptions off|, selected||Captions|captions off|, selected|English (Automated)|||Audio Track|default|, selected||Fullscreen|Hardware is great, not so much with the software. I just got the phone and it is not working properly.",1
CB,"Reviewed in the United States on March 21, 2024","Paid extra for ""Excellent"" cosmetic quality, phone received had a major scratch on the back of the phone, near the camera lenses.",1
Spice girl,"Reviewed in the United States on July 8, 2024",The phone was very dirty and looked worned,1
Deletab,"Reviewed in the United States on August 15, 2024",Phone is dropping calls and keeps shutting down,1
Laura L Leighton,"Reviewed in the United States on June 12, 2024",This phone was supposed to be unlocked but it was locked to Verizon,1
Ajdbsjs Nsjsnd,"Reviewed in the United States on May 13, 2024","I got two phones from this same seller and both didnt work. It said ""one ui home stopped responding"" for both phones. DONT BUY FROM THIS SELLER",1
Sierra|Sierra,"Reviewed in the United States on March 8, 2024","The description says unlocked to all carriers, yet lo and behold, its LOCKED TO VERIZON. What a waste of time 👎👎",1
Rem,"Reviewed in the United States on June 20, 2024",It hangs even after restore it from fabric,1
Yeira de la  Cruz,"Reviewed in the United States on April 30, 2024","El teléfono llegó parpadeando en la pantalla, no se podía acceder a las aplicaciones y tienen muchos abolladurasY dicen que son excelentes!!!|",1
rosalba paulino|rosalba paulino,"Reviewed in the United States on March 17, 2024","|The video showcases the product in use.|The video guides you through product setup.|The video compares multiple products.|The video shows the product being unpacked.|Video Player is loading.||Play Video||Play||Mute||Current Time|0:00|/|Duration|1:40|Loaded: 6.01%|Loaded|6.01%|Stream Type||Seek to live, currently behind live|LIVE|Remaining Time|-|1:40||Playback Rate||Chapters||Descriptions|descriptions off|, selected||Captions|captions off|, selected|English (Automated)|||Audio Track|default|, selected||Fullscreen|I recieved the item with scratches all over the place. in fact, it is a little difficult to pull in the charger to the charging port. the item looks damage.",1
Christiam Garcia|Christiam Garcia,"Reviewed in the United States on May 19, 2024",Es lamentable 😞 que me toco a mi recibir este producto dando falla con el sistema operativo.|,1
Ashraf,"Reviewed in the United States on August 1, 2024",Bad battery,1
Beshoy A.,"Reviewed in the United States on July 8, 2024",|The media could not be loaded.|I bought this phone as renewed one when I opened it I found it it had too many scratches and damaged on frame,1
Jim,"Reviewed in the United States on May 18, 2024","One ui repeatedly crashes making the phone unusable. Two devices, both were unusable",1
Jovan,"Reviewed in the United States on April 28, 2024",I turned the phone on and the system that runs it wont even start it keeps turning off and on.,1
sanbuddy,"Reviewed in the United States on November 28, 2023",Incorrect Product description and waste of time and effort. Phone is locked.It doesnt show SIM card manager in settings. Dont buy this useless product.,1
Amazon Customer,"Reviewed in the United States on February 9, 2023",Got this phone thought it would be a better phone than the one I have unfortunately it's substandard there's no Jack for the plug headphones in and no SIM card place and the Bluetooth speaker is very low there's no volume up so this phone sucks,1
Amazon Customer|Amazon Customer,"Reviewed in the United States on August 1, 2024","The phone arrived in great condition, looked new and included a charger and a little pin to open the SIM. Helpful! Super cool! However, I've had this phone for a few months now and the back camera is atrocious. I'm a bit suspicious that during renewal, the camera was replaced with something cheaper. Part of why I landed on this after my Moto G 6 broke was because of the camera feature that other users raved about online, but the Motorola camera was much better. This thing pixelates horrifically, cannot zoom, barely takes color and acts like it's near sighted... I attached two photos I took with the device, the first is with zoom to show the pixelating. The second is without. The front camera works leagues better, which seems off considering the online reviews stating this device works well for photography. Replacing this after a few months was definitely not what I wanted to have to do, and my trust with refurbished phones is now a bit worn. Regardless, it did the job as a temporary replacement.",2
Ninad Shah,"Reviewed in the United States on November 22, 2024",The phone was faulty and didn't load properly after startup. Had to trade it in for a better device,2
J. Francis Co. LLC,"Reviewed in the United States on September 17, 2024",Purchased 3 phones for our business from this seller.  None would connect to our network regardless of what we did.  The phones were in great physical shape but useless as calls could not be placed.  Returned them.Purchased the same make and model phones from different sellers and they worked perfectly and connected to the network immediately.,2
Amazon Customer,"Reviewed in the United States on August 19, 2024",Phone description said excellent condition however it was scratched up on the casing and dented as if it were dropped.  Also came with a faulty charging block.  Block over heats.  More reason I should have stuck to new instead of refurbished.,2
Frank,"Reviewed in the United States on June 21, 2024",Compré en condicion de excelente. Sin embargo el producto llegó con varios arañazos muy marcados en la tapa trasera. Los marcos en bastante buen estado. Y la pantalla si perfecta. Pero he comprado teléfonos en acpetable mejor que este en excelente|,2
Axel Velazquez,"Reviewed in the United States on April 11, 2024","|The video showcases the product in use.|The video guides you through product setup.|The video compares multiple products.|The video shows the product being unpacked.|Video Player is loading.||Play Video||Play||Mute||Current Time|0:00|/|Duration|1:43|Loaded: 5.83%|Loaded|5.83%|Stream Type||Seek to live, currently behind live|LIVE|Remaining Time|-|1:43||Playback Rate||Chapters||Descriptions|descriptions off|, selected||Captions|captions off|, selected|English|||Audio Track|default|, selected||Fullscreen|phone worked well and looked almost new bearly any scratch connected to Bluetooth and had a strong data connection, but WIFI did not work I tried factory reset, going to a friend's house to connect to the wifi thinking that it was home wifi was the problem even though my other phone had a working wifi connection with house wifi. Moreover, the hotspot did not work, as both wifi and hotspot would turn off automatically after turning them on. Good phone but if going to order one check that all the setting works.",2
Baldman,"Reviewed in the United States on May 22, 2023","I did not like the fact that not one piece of paper was sent to show me how to set the phone up. I'm 82 years old and if my next door neighbor hadn't had the same model phone I would have been out of luck as I was also sent the wrong charger and my battery was at 12 per cent. After getting charged from my neighbor, I took the phone to my A.T.& T store and a young man there worked for quite a while helping me out. The phone itself is great, I just am P.O.'D that no paper work came with it and the wrong charger was sent. I bought the right charger at the A.T.& T. store.",2
Kristin Petersen,"Reviewed in the United States on April 27, 2024",We received the renewed phone and expected it to function. It did not. The One UI that manages the home screen and apps did not work. An update to the app did nothing. A complete factory reset of the device did nothing. They sent us a nonfunctioning phone.,2
Cold in Wyoming,"Reviewed in the United States on September 8, 2023","I have been buying refurbished phones for years never an issue, mostly universal unlock for all carriers.  This one showed up with no voice mail app, tried to solve finally went to Verizon and they informed me that a lot of times switching carriers, even though it's unlocked some features won't carry over.  Most of us I'm sure use the visual voice mail vs. the clunky dial into Verizon add password go through the prompts yada yada to get your voicemail.",2
Adam Ford,"Reviewed in the United States on March 12, 2024","The phone I received would not display the IMEI necessary to activate with my service provider. When I first powered on the phone, I also noticed strange and suspicious apps, despite the description stating the phone is formated. I wiped the phone twice more and still had the IMEI issue as well.Returned phone, painless and easy return process.",2
